,answers,contexts
436,"If you think your pet is sick, call your veterinarian. Some veterinarians may offer telemedicine consultations or other plans for seeing sick pets. Your veterinarian can evaluate your pet and determine the next steps for your pet’s treatment and care.","Do not put masks on pets, and do not take a sick pet to a groomer or boarding facility. Signs of sickness in animals may include: fever, coughing, difficulty breathing, shortness of breath, lethargy, sneezing, masal/ocular discharge, vomiting, or diarrhea."
437,"There is a small number of animals around the world reported to be infected with the virus that causes coronavirus, mostly after having contact with a person with coronavirus. Talk to your veterinarian about any health concerns you have about your pets.","If your pet gets sick after contact with a person with COVID-19, do not take your pet to the veterinary clinic yourself. Call your veterinarian and let them know the pet was around a person with COVID-19. Some veterinarians may offer telemedicine consultations or other plans for seeing sick pets. Your veterinarian can evaluate your pet and determine the next steps for your pet’s treatment and care."
438,"If your pet gets sick after contact with a person with coronavirus, do not take your pet to the veterinary clinic yourself. Call your veterinarian and let them know the pet was around a person with coronavirus. Some veterinarians may offer telemedicine consultations or other plans for seeing sick pets. Your veterinarian can evaluate your pet and determine the next steps for your pet’s treatment and care.","There is a small number of animals around the world reported to be infected with the virus that causes COVID-19, mostly after having contact with a person with COVID-19. Talk to your veterinarian about any health concerns you have about your pets."
439,"Animals are only being tested in very rare circumstances. Routine testing of animals is not recommended at this time, and any tests done on animals are done on a case by case basis. For example, if the pet of a coronavirus patient has a new, concerning illness with symptoms similar to those of coronavirus, the animal’s veterinarian might consult with public health and animal health officials to determine if testing is needed.","Animals are only being tested in very rare circumstances. Routine testing of animals is not recommended at this time, and any tests done on animals are done on a case by case basis. For example, if the pet of a COVID-19 patient has a new, concerning illness with symptoms similar to those of COVID-19, the animal’s veterinarian might consult with public health and animal health officials to determine if testing is needed."
440,"Based on the limited information available to date, the risk of animals spreading coronavirus to people is considered to be low. However, it appears that the virus that causes coronavirus can spread from people to animals after close contact with people with coronavirus.","Until we learn more about how this virus affects animals, use similar precautions for pets and other animals in your facility as you would for other people in your facility. This will help protect both people and pets in your facility from COVID-19."
441,"Until we learn more about how this virus affects animals, use similar precautions for pets and other animals in your facility as you would for other people in your facility. This will help protect both people and pets in your facility from coronavirus.","Based on the limited information available to date, the risk of animals spreading COVID-19 to people is considered to be low. However, it appears that the virus that causes COVID-19 can spread from people to animals after close contact with people with COVID-19."
442,Residents should avoid letting their pets interact with people as much as possible.,"Until we learn more about how this virus affects animals, use similar precautions for pets and other animals in your facility as you would for other people in your facility. This will help protect both people and pets in your facility from COVID-19."
443,Pets or other animals should not be allowed to roam freely around the facility.,Residents should avoid letting their pets interact with people as much as possible.
444,Do not let pets in the facility interact with sick people.,Pets or other animals should not be allowed to roam freely around the facility.
445,"Talk to a veterinarian if a pet in your facility gets sick or if you have any concerns about the health of any pets in the facility. If you think a pet in the facility was exposed to or is showing signs consistent with coronavirus, contact your state health official to discuss guidance on testing pets or other animals for the virus that causes coronavirus.",Do not let pets in the facility interact with sick people.
446,Cats should be kept indoors to prevent them from interacting with other animals or people outside of the facility.,"Talk to a veterinarian if a pet in your facility gets sick or if you have any concerns about the health of any pets in the facility. If you think a pet in the facility was exposed to or is showing signs consistent with COVID-19, contact your state health official to discuss guidance on testing pets or other animals for the virus that causes COVID-19."
447,Do not allow pets into common areas of the facility such as cafeterias and social areas.,Cats should be kept indoors to prevent them from interacting with other animals or people outside of the facility.
448,"People who are at higher risk for severe illness from coronavirus should avoid providing care for sick pets, if possible.",Do not allow pets into common areas of the facility such as cafeterias and social areas.
449,Dogs should be walked on a leash at least 6 feet (2 meters) away from others.,"People who are at higher risk for severe illness from COVID-19 should avoid providing care for sick pets, if possible."
450,People sick with coronavirus should avoid contact with pets and other animals.,Dogs should be walked on a leash at least 6 feet (2 meters) away from others.
451,Please refer to CDC’s requirements for bringing a dog to the United States. The current requirements for rabies vaccination apply to dogs imported from high-risk countries for rabies.,"Imported animals will need to meet CDC and USDAe requirements for entering the United States. At this time, there is no evidence that companion animals, including pets and service animals, can spread the virus that causes COVID-19. As with any animal introduced to a new environment, animals recently imported should be observed daily for signs of illness. If an animal becomes ill, the animal should be examined by a veterinarian. Call your local veterinary clinic before bringing the animal into the clinic and let them know that the animal was recently imported from another country."
452,"Imported animals will need to meet CDC and USDAe requirements for entering the United States. At this time, there is no evidence that companion animals, including pets and service animals, can spread the virus that causes coronavirus. As with any animal introduced to a new environment, animals recently imported should be observed daily for signs of illness. If an animal becomes ill, the animal should be examined by a veterinarian. Call your local veterinary clinic before bringing the animal into the clinic and let them know that the animal was recently imported from another country.",Please refer to CDC’s requirements for bringing a dog to the United States. The current requirements for rabies vaccination apply to dogs imported from high-risk countries for rabies.
453,"Other coronaviruses have been found in North American bats in the past, but there is currently no evidence that the virus that causes coronavirus is present in any free-living wildlife in the United States, including bats. In general, coronaviruses do not cause illness or death in bats, but we don’t yet know if this new coronavirus would make North American species of bats sick. Bats are an important part of natural ecosystems, and their populations are already declining in the United States. Bat populations could be further threatened by the disease itself or by harm inflicted on bats resulting from a misconception that bats are spreading coronavirus. However, there is no evidence that bats in the United States are a source of the virus that causes coronavirus for people. Further studies are needed to understand if and how bats could be affected by coronavirus.","Other coronaviruses have been found in North American bats in the past, but there is currently no evidence that the virus that causes COVID-19 is present in any free-living wildlife in the United States, including bats. In general, coronaviruses do not cause illness or death in bats, but we don’t yet know if this new coronavirus would make North American species of bats sick. Bats are an important part of natural ecosystems, and their populations are already declining in the United States. Bat populations could be further threatened by the disease itself or by harm inflicted on bats resulting from a misconception that bats are spreading COVID-19. However, there is no evidence that bats in the United States are a source of the virus that causes COVID-19 for people. Further studies are needed to understand if and how bats could be affected by COVID-19."
454,"Bats are considered natural hosts of these viruses yet several other species of animals are also known to act as sources. For instance, Middle East Respiratory Syndrome Coronavirus (MERS-CoV) is transmitted to humans from camels, and Severe Acute Respiratory Syndrome Coronavirus-1 (SARS-CoV-1) is transmitted to humans from civet cats. More information on coronaviruses can be found in the disease background of coronavirus.",Coronaviruses are viruses that circulate among animals with some of them also known to infect humans.
455,Coronaviruses are viruses that circulate among animals with some of them also known to infect humans.,"Bats are considered natural hosts of these viruses yet several other species of animals are also known to act as sources. For instance, Middle East Respiratory Syndrome Coronavirus (MERS-CoV) is transmitted to humans from camels, and Severe Acute Respiratory Syndrome Coronavirus-1 (SARS-CoV-1) is transmitted to humans from civet cats. More information on coronaviruses can be found in the disease background of COVID-19."
456,"coronavirus appeared in Wuhan, a city in China, in December 2019. Although health officials are still tracing the exact source of this new coronavirus, early hypotheses thought it may be linked to a seafood market in Wuhan, China. Some people who visited the market developed viral pneumonia caused by the new coronavirus. A study that came out on Jan. 25, 2020, notes that the individual with the first reported case became ill on Dec. 1, 2019, and had no link to the seafood market. Investigations are ongoing as to how this virus originated and spread.","COVID-19 appeared in Wuhan, a city in China, in December 2019. Although health officials are still tracing the exact source of this new coronavirus, early hypotheses thought it may be linked to a seafood market in Wuhan, China. Some people who visited the market developed viral pneumonia caused by the new coronavirus. A study that came out on Jan. 25, 2020, notes that the individual with the first reported case became ill on Dec. 1, 2019, and had no link to the seafood market. Investigations are ongoing as to how this virus originated and spread."
457,"Set up hand hygiene stations at the entrance and within the facility, so that employees and people entering can clean their hands before they enter. Employees should wash hands regularly with soap and water for at least 20 seconds. An alcohol-based hand sanitizer containing at least 60% alcohol can be used, but if hands are visibly dirty, they should be washed with soap and water before using an alcohol-based hand sanitizer. Examples of hand hygiene stations may be a hose and soap located at entrances to allow for handwashing before entry.",Visitors and employees should wear masks to protect others especially where social distancing measures are difficult to maintain. Wearing a mask does NOT replace the need to practice social distancing.
458,Visitors and employees should wear masks to protect others especially where social distancing measures are difficult to maintain. Wearing a mask does NOT replace the need to practice social distancing.,"Set up hand hygiene stations at the entrance and within the facility, so that employees and people entering can clean their hands before they enter. Employees should wash hands regularly with soap and water for at least 20 seconds. An alcohol-based hand sanitizer containing at least 60% alcohol can be used, but if hands are visibly dirty, they should be washed with soap and water before using an alcohol-based hand sanitizer. Examples of hand hygiene stations may be a hose and soap located at entrances to allow for handwashing before entry."
459,"Increase distance and limit duration of contact between employees and visitors in the facility. Whenever possible, people should maintain at least 6 feet of distance between each other at the facility, including instructors teaching lessons. Allow for social distancing and avoid large numbers of people within the facility, including in employee-only areas.",Visitors and employees should wear masks to protect others especially where social distancing measures are difficult to maintain. Wearing a mask does NOT replace the need to practice social distancing.
460,"Limit the number of people entering the facility. Consider staggering lesson and visiting times to limit the number of people in the facility and potential for person-to-person contact. If possible, you can also take steps to decrease high-traffic areas by limiting areas open to visitors/owners or staggering use of common areas like grooming or wash stalls and tack rooms.","Increase distance and limit duration of contact between employees and visitors in the facility. Whenever possible, people should maintain at least 6 feet of distance between each other at the facility, including instructors teaching lessons. Allow for social distancing and avoid large numbers of people within the facility, including in employee-only areas."
461,"Clean and disinfect frequently touched surfaces such as grooming tools, halters, lead ropes, shared tack and equipment, and door handles/gates (including those to stall doors and pasture/turn out areas) on a routine basis. To disinfect, use products that meet EPA’s criteria for use against the virus that causes coronavirus and are appropriate for the surface, diluted household bleach solutions prepared according to the manufacturer’s label for disinfection, or alcohol solutions with at least 70% alcohol. Follow manufacturer’s directions for use, especially regarding product contact time and protections from chemical hazards posed by cleaners and disinfectants.","Limit the number of people entering the facility. Consider staggering lesson and visiting times to limit the number of people in the facility and potential for person-to-person contact. If possible, you can also take steps to decrease high-traffic areas by limiting areas open to visitors/owners or staggering use of common areas like grooming or wash stalls and tack rooms."
462,"Consider conducting daily health checks (e.g., symptom and/or temperature screening) of employees and others visiting the facility before they enter the premises. People with a fever of 100.40(38.00C) or above or other signs of illness should not be admitted to the premises. If implementing health checks, conduct them safely and respectfully. Employees or visitors who appear to have symptoms upon arrival or who become sick during their visit should immediately be separated from other employees and visitors and sent home.","Clean and disinfect frequently touched surfaces such as grooming tools, halters, lead ropes, shared tack and equipment, and door handles/gates (including those to stall doors and pasture/turn out areas) on a routine basis. To disinfect, use products that meet EPA’s criteria for use against the virus that causes COVID-19 and are appropriate for the surface, diluted household bleach solutions prepared according to the manufacturer’s label for disinfection, or alcohol solutions with at least 70% alcohol. Follow manufacturer’s directions for use, especially regarding product contact time and protections from chemical hazards posed by cleaners and disinfectants."
463,"Encourage employees and other visitors, including boarders, owners, farriers, veterinarians, and those taking lessons, not to enter the facility if they are sick. Employees should not return to work until the criteria to discontinue home isolation are met, after talking with their doctor. Implement sick leave policies that are flexible, nonpunitive, and consistent with public health guidance, allowing employees to stay home if they have symptoms of respiratory infection.","Consider conducting daily health checks (e.g., symptom and/or temperature screening) of employees and others visiting the facility before they enter the premises. People with a fever of 100.40(38.00C) or above or other signs of illness should not be admitted to the premises. If implementing health checks, conduct them safely and respectfully. Employees or visitors who appear to have symptoms upon arrival or who become sick during their visit should immediately be separated from other employees and visitors and sent home."
464,"If other animals, such as barn cats, are present at the facility, be aware that a small number of pets have been reported to be infected with the virus that causes coronavirus, mostly after contact with people with coronavirus.","Encourage employees and other visitors, including boarders, owners, farriers, veterinarians, and those taking lessons, not to enter the facility if they are sick. Employees should not return to work until the criteria to discontinue home isolation are met, after talking with their doctor. Implement sick leave policies that are flexible, nonpunitive, and consistent with public health guidance, allowing employees to stay home if they have symptoms of respiratory infection."
465,"If traveling to a new facility, limit contact between people, horses, tack, equipment, and other supplies from different facilities, and maintain a distance of at least 6 feet between horses and riders. Follow state and local guidance on travel. People who are sick should not travel to other facilities. People visiting other facilities should follow the same precautions as they would normally, including maintaining at least 6 feet of distance between each other, wearing a mask to protect others, and washing hands frequently with soap and water.","If other animals, such as barn cats, are present at the facility, be aware that a small number of pets have been reported to be infected with the virus that causes COVID-19, mostly after contact with people with COVID-19."
466,"You should follow your state and/or local jurisdictional guidance regarding continuing operations at your facility. There have not been any reports of horses testing positive for the virus that causes coronavirus. Based on the limited information available to date, the risk of animals spreading the virus that causes coronavirus to people is considered to be low. coronavirus is primarily spread from person to person, so steps should be taken to reduce the risks for people visiting your facility.","If traveling to a new facility, limit contact between people, horses, tack, equipment, and other supplies from different facilities, and maintain a distance of at least 6 feet between horses and riders. Follow state and local guidance on travel. People who are sick should not travel to other facilities. People visiting other facilities should follow the same precautions as they would normally, including maintaining at least 6 feet of distance between each other, wearing a mask to protect others, and washing hands frequently with soap and water."
467,"Follow local guidance on shelter in place and travel recommendations when traveling for showing, training, or trail riding.","You should follow your state and/or local jurisdictional guidance regarding continuing operations at your facility. There have not been any reports of horses testing positive for the virus that causes COVID-19. Based on the limited information available to date, the risk of animals spreading the virus that causes COVID-19 to people is considered to be low. COVID-19 is primarily spread from person to person, so steps should be taken to reduce the risks for people visiting your facility."
468,"Putting mitigation into practice is based on: emphasizing individual responsibility for taking recommended personal-level actions, empowering businesses, schools, and community organizations to take recommended actions, particularly in ways that protect persons at increased risk of severe illness, focusing on settings that provide critical infrastructure or services to individuals at increased risk of severe illness, minimizing disruptions to daily life to the extent possible.","Each community is unique. Because some actions can be very disruptive to daily life, mitigation activities will be different depending on how much disease has spread within the community, what the community population is like, and the ability to take these actions at the local level. To identify appropriate activities, all parts of a community that might be affected need to be considered, including populations most vulnerable to severe illness, and those who might be more affected socially or economically. When selecting mitigation activities, states and communities need to consider the spread of disease locally, characteristics of the people who live in the community (for example, age groups, languages spoken, overall health status), and the kind of public health resources and healthcare systems (like hospitals) that are available in the community. State and local officials may need to adjust community mitigation activities and immediately take steps to scale them up or down depending on the changing local situation."
469,"Each community is unique. Because some actions can be very disruptive to daily life, mitigation activities will be different depending on how much disease has spread within the community, what the community population is like, and the ability to take these actions at the local level. To identify appropriate activities, all parts of a community that might be affected need to be considered, including populations most vulnerable to severe illness, and those who might be more affected socially or economically. When selecting mitigation activities, states and communities need to consider the spread of disease locally, characteristics of the people who live in the community (for example, age groups, languages spoken, overall health status), and the kind of public health resources and healthcare systems (like hospitals) that are available in the community. State and local officials may need to adjust community mitigation activities and immediately take steps to scale them up or down depending on the changing local situation.","Putting mitigation into practice is based on: emphasizing individual responsibility for taking recommended personal-level actions, empowering businesses, schools, and community organizations to take recommended actions, particularly in ways that protect persons at increased risk of severe illness, focusing on settings that provide critical infrastructure or services to individuals at increased risk of severe illness, minimizing disruptions to daily life to the extent possible."
470,"Community mitigation activities are actions that people and communities can take to slow the spread of infectious diseases, and prepare for it if it occurs, including coronavirus. Community mitigation is especially important before a vaccine or drug becomes widely available.","Individual people, communities, schools, businesses, and healthcare organizations have a role to play in community mitigation. Policies, which include limits on large gatherings, restrictions on businesses, and school closures are often needed to fully put in place community mitigation strategies."
471,"Individual people, communities, schools, businesses, and healthcare organizations have a role to play in community mitigation. Policies, which include limits on large gatherings, restrictions on businesses, and school closures are often needed to fully put in place community mitigation strategies.","Community mitigation activities are actions that people and communities can take to slow the spread of infectious diseases, and prepare for it if it occurs, including COVID-19. Community mitigation is especially important before a vaccine or drug becomes widely available."
472,"For communities: Promoting behaviors that prevent spread, maintaining healthy environments, maintaining healthy operations, preparing for when someone gets sick, closing businesses and schools and limiting other services.","For individuals: Washing hands often, avoiding close contact with people who are sick, and practicing social distancing, covering mouth and nose with a mask when around others, covering coughs and sneezes, cleaning and disinfecting frequently touched surfaces daily."
473,"For individuals: Washing hands often, avoiding close contact with people who are sick, and practicing social distancing, covering mouth and nose with a mask when around others, covering coughs and sneezes, cleaning and disinfecting frequently touched surfaces daily.","For communities: Promoting behaviors that prevent spread, maintaining healthy environments, maintaining healthy operations, preparing for when someone gets sick, closing businesses and schools and limiting other services."
474,"Community mitigation is critically important for protecting individuals most vulnerable to coronavirus and reducing strain on the health care system. These actions include social distancing. Social distancing includes: Not shaking hands, hugging, or kissing when greeting people; Limiting visitors; Maintaining at a least six feet distance from others; Avoiding gatherings; Working at home; and Closing schools and providing remote learning instruction to students.","For individuals: Washing hands often, avoiding close contact with people who are sick, and practicing social distancing, covering mouth and nose with a mask when around others, covering coughs and sneezes, cleaning and disinfecting frequently touched surfaces daily."
475,"Community mitigation (or non-pharmaceutical interventions) are actions that individuals and communities can take to slow the spread of coronavirus, when there are no pharmaceutical preventive or treatment options.","Community mitigation is critically important for protecting individuals most vulnerable to COVID-19 and reducing strain on the health care system. These actions include social distancing. Social distancing includes: Not shaking hands, hugging, or kissing when greeting people; Limiting visitors; Maintaining at a least six feet distance from others; Avoiding gatherings; Working at home; and Closing schools and providing remote learning instruction to students."
476,"Recently, ribonucleic acid (RNA) from the virus that causes coronavirus has been found in untreated wastewater. While data are limited, there is little evidence of infectious virus in wastewater, and no information to date that anyone has become sick with coronavirus because of exposure to wastewater. At this time, the risk of transmission of the virus that causes coronavirus through properly designed and maintained sewerage systems is thought to be low.","Recently, ribonucleic acid (RNA) from the virus that causes COVID-19 has been found in untreated wastewater. While data are limited, there is little evidence of infectious virus in wastewater, and no information to date that anyone has become sick with COVID-19 because of exposure to wastewater. At this time, the risk of transmission of the virus that causes COVID-19 through properly designed and maintained sewerage systems is thought to be low."
477,"There is no evidence that the virus that causes coronavirus can be spread to people through the water in pools, hot tubs, or water playgrounds. Additionally, proper operation of these aquatic venues and disinfection of the water (with chlorine or bromine) should inactivate the virus. However, chlorinated water alone should not be used as a surface disinfectant. CDC recommends use of EPA-registered household disinfectants to disinfect surfaces. Follow the instructions on the label to ensure safe and effective use of the product.","There is no evidence that the virus that causes COVID-19 can be spread to people through the water in pools, hot tubs, or water playgrounds. Additionally, proper operation of these aquatic venues and disinfection of the water (with chlorine or bromine) should inactivate the virus. However, chlorinated water alone should not be used as a surface disinfectant. CDC recommends use of EPA-registered household disinfectants to disinfect surfaces. Follow the instructions on the label to ensure safe and effective use of the product."
478,"Recently, ribonucleic acid (RNA) from the virus that causes coronavirus has been found in untreated wastewater. While data are limited, there is little evidence of infectious virus in wastewater, and no information to date that anyone has become sick with coronavirus because of exposure to wastewater.","Recently, ribonucleic acid (RNA) from the virus that causes COVID-19 has been found in untreated wastewater. While data are limited, there is little evidence of infectious virus in wastewater, and no information to date that anyone has become sick with COVID-19 because of exposure to wastewater."
479,"The virus that causes coronavirus has not been detected in treated drinking water. Water treatment plants use filters and disinfectants to remove or kill germs, like the virus that causes coronavirus. The Environmental Protection Agency regulates water treatment plants to ensure that treated water is safe to drink.","Currently, there is no evidence that the virus that causes COVID-19 can be spread to people by drinking treated water. COVID-19 is spread mainly through close contact from person-to-person. You can continue to use and drink water from your tap as usual."
480,"Currently, there is no evidence that the virus that causes coronavirus can be spread to people by drinking treated water. coronavirus is spread mainly through close contact from person-to-person. You can continue to use and drink water from your tap as usual.","The virus that causes COVID-19 has not been detected in treated drinking water. Water treatment plants use filters and disinfectants to remove or kill germs, like the virus that causes COVID-19. The Environmental Protection Agency regulates water treatment plants to ensure that treated water is safe to drink."
481,"Standard practices associated with wastewater treatment plant operations should be sufficient to protect wastewater workers from the virus that causes coronavirus. These standard practices can include engineering and administrative controls, hygiene precautions, specific safe work practices, and personal protective equipment (PPE) normally required when handling untreated wastewater. No additional coronavirus–specific protections are recommended for workers involved in wastewater management, including those at wastewater treatment facilities.","Currently, there is no evidence that the virus that causes COVID-19 can be spread to people by drinking treated water. COVID-19 is spread mainly through close contact from person-to-person. You can continue to use and drink water from your tap as usual."
482,"The virus that causes coronavirus has been found in the feces of some patients diagnosed with coronavirus. However, it is unclear whether the virus found in feces may be capable of causing coronavirus. There has not been any confirmed report of the virus spreading from feces to a person. Scientists also do not know how much risk there is that the virus could be spread from the feces of an infected person to another person. However, they think this risk is low based on data from previous outbreaks of diseases caused by related coronaviruses, such as severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS).","The virus that causes COVID-19 has been found in the feces of some patients diagnosed with COVID-19. However, it is unclear whether the virus found in feces may be capable of causing COVID-19. There has not been any confirmed report of the virus spreading from feces to a person. Scientists also do not know how much risk there is that the virus could be spread from the feces of an infected person to another person. However, they think this risk is low based on data from previous outbreaks of diseases caused by related coronaviruses, such as severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS)."
483,"In most cases, it is safe to wash your hands with soap and tap water during a Boil Water Advisory. Follow the guidance from your local public health officials. If soap and water are not available, use an alcohol-based hand sanitizer containing at least 60% alcohol.","In most cases, it is safe to wash your hands with soap and tap water during a Boil Water Advisory. Follow the guidance from your local public health officials. If soap and water are not available, use an alcohol-based hand sanitizer containing at least 60% alcohol."
484,"It is still unknown exactly when a person infected with SARS-CoV-2 can spread the virus and infect other people. People with coronavirus spread the most when they are showing symptoms of coronavirus, but people who are infectious but asymptomatic for coronavirus are able to spread and may account for up to 25% of total coronavirus infections. People who eventually develop symptoms of coronavirus are believed to be able to spread the virus up to 48 hours prior to developing any symptoms.","It is still unknown exactly when a person infected with SARS-CoV-2 can spread the virus and infect other people. People with COVID-19 spread the most when they are showing symptoms of COVID-19, but people who are infectious but asymptomatic for COVID-19 are able to spread and may account for up to 25% of total COVID-19 infections. People who eventually develop symptoms of COVID-19 are believed to be able to spread the virus up to 48 hours prior to developing any symptoms."
485,"The infectious period may begin one to two days before symptoms appear, but people are likely most infectious during the symptomatic period, even if symptoms are mild and very non-specific. The infectious period is now estimated to last for 7-12 days in moderate cases and up to two weeks on average in severe cases.","The infectious period may begin one to two days before symptoms appear, but people are likely most infectious during the symptomatic period, even if symptoms are mild and very non-specific. The infectious period is now estimated to last for 7-12 days in moderate cases and up to two weeks on average in severe cases."
486,"It is important to have a limited supply of medications and non-perishable groceries on hand to reduce the need to leave the house during a period of local community transmission of coronavirus. If you are concerned about a specific medication, please call your doctor and ask about supply, and ask about how frequently medications can be renewed based on your insurance policy.","It is important to have a limited supply of medications and non-perishable groceries on hand to reduce the need to leave the house during a period of local community transmission of COVID-19. If you are concerned about a specific medication, please call your doctor and ask about supply, and ask about how frequently medications can be renewed based on your insurance policy."
487,"You may be screened when you arrive in the United States. After you arrive home, take the following steps to protect yourself and others: 1. Stay at home and avoid contact with others. Do not go to work or school. 2. Monitor your health. Take your temperature with a thermometer two-times a day and monitor for fever. Also watch for a cough or trouble breathing. 3. Keep your distance from others (at least 6 feet or 2 meters).","You may be screened when you arrive in the United States. After you arrive home, take the following steps to protect yourself and others: 1. Stay at home and avoid contact with others. Do not go to work or school. 2. Monitor your health. Take your temperature with a thermometer two-times a day and monitor for fever. Also watch for a cough or trouble breathing. 3. Keep your distance from others (at least 6 feet or 2 meters)."
488,"Travellers should adhere to strict hygiene measures, wash hands with soap and water regularly, and/or use alcohol-based hand sanitisers. Touching the face with unwashed hands should be avoided. Travellers should avoid contact with sick persons, in particular those with respiratory symptoms and fever. It should be emphasised that older people and those with underlying health conditions should take these precautionary measures very seriously. Travellers who develop any symptoms during or after travel should self-isolate; those developing acute respiratory symptoms within 14 days upon return should be advised to seek immediate medical advice, ideally by phone first to their national healthcare provider.","At this time, travel restrictions and entry screening apply only to travelers arriving from some countries or regions with widespread ongoing transmission to COVID-19."
489,"At this time, travel restrictions and entry screening apply only to travelers arriving from some countries or regions with widespread ongoing transmission to coronavirus.","Travellers should adhere to strict hygiene measures, wash hands with soap and water regularly, and/or use alcohol-based hand sanitisers. Touching the face with unwashed hands should be avoided. Travellers should avoid contact with sick persons, in particular those with respiratory symptoms and fever. It should be emphasised that older people and those with underlying health conditions should take these precautionary measures very seriously. Travellers who develop any symptoms during or after travel should self-isolate; those developing acute respiratory symptoms within 14 days upon return should be advised to seek immediate medical advice, ideally by phone first to their national healthcare provider."
490,"All international travelers arriving into the US should quarantine at home for 14 days after their arrival. At home, they are expected to monitor their health and practice social distancing.","All international travelers arriving into the US should quarantine at home for 14 days after their arrival. At home, they are expected to monitor their health and practice social distancing."
491,"The European Union Aviation Safety Agency (EASA) has recommended measures to be taken by national authorities, such as thorough disinfecting and cleaning of aircraft after each flight serving high-risk destinations. EASA also recommended that airlines operating on all routes step up the frequency of cleaning, disinfect as a preventative measure and ensure full disinfection of any aircraft which has carried a passenger who was suspected or confirmed as being infected with coronavirus. Airport operators should similarly disinfect terminals regularly.","The risk of being infected on an airplane cannot be excluded, but is currently considered to be low for an individual traveller. The risk of being infected in an airport is similar to that of any other place where many people gather. If it is established that a COVID-19 case has been on an airplane, other passengers who were at risk (as defined by how near they were seated to the infected passenger) will be contacted by public health authorities. Should you have questions about a flight you have taken, please contact your local health authority for advice."
492,"The risk of being infected on an airplane cannot be excluded, but is currently considered to be low for an individual traveller. The risk of being infected in an airport is similar to that of any other place where many people gather. If it is established that a coronavirus case has been on an airplane, other passengers who were at risk (as defined by how near they were seated to the infected passenger) will be contacted by public health authorities. Should you have questions about a flight you have taken, please contact your local health authority for advice.","The European Union Aviation Safety Agency (EASA) has recommended measures to be taken by national authorities, such as thorough disinfecting and cleaning of aircraft after each flight serving high-risk destinations. EASA also recommended that airlines operating on all routes step up the frequency of cleaning, disinfect as a preventative measure and ensure full disinfection of any aircraft which has carried a passenger who was suspected or confirmed as being infected with COVID-19. Airport operators should similarly disinfect terminals regularly."
493,"People of any age who have recently returned from any international travel, should: (1) stay home; (2) not go to work or school; (3) to either monitor their health status or have their health status monitored for them; and (4) to practice social distancing from others for 14 days.","People of any age who have recently returned from any international travel, should: (1) stay home; (2) not go to work or school; (3) to either monitor their health status or have their health status monitored for them; and (4) to practice social distancing from others for 14 days."
494,"If you traveled to a country or an area of the U.S. highly affected by coronavirus in the last 14 days and feel sick with fever, cough, or difficulty breathing, you should: Call your local health department, Call your doctor to talk about your symptoms and recent travel history. It is very important that you call ahead before you go to a doctor’s office. If you have symptoms that require emergency medical treatment, such as difficulty breathing, call 911 and notify them of your recent travel and symptoms before you go to the emergency room, and tell them about your recent travel and your symptoms. Avoid contact with others. Do not travel while sick. Cover your mouth and nose with a tissue, or the corner of your elbow, when coughing or sneezing. Wash hands often with soap and water, for at least 20 seconds. Use an alcohol-based hand sanitizer containing at least 60% alcohol if soap and water are not available.","If you traveled to a country or an area of the U.S. highly affected by COVID-19 in the last 14 days and feel sick with fever, cough, or difficulty breathing, you should: Call your local health department, Call your doctor to talk about your symptoms and recent travel history. It is very important that you call ahead before you go to a doctor’s office. If you have symptoms that require emergency medical treatment, such as difficulty breathing, call 911 and notify them of your recent travel and symptoms before you go to the emergency room, and tell them about your recent travel and your symptoms. Avoid contact with others. Do not travel while sick. Cover your mouth and nose with a tissue, or the corner of your elbow, when coughing or sneezing. Wash hands often with soap and water, for at least 20 seconds. Use an alcohol-based hand sanitizer containing at least 60% alcohol if soap and water are not available."
495,"SARS stands for severe acute respiratory syndrome. In 2003, an outbreak of SARS started in China and spread to other countries before ending in 2004. The virus that causes coronavirus is similar to the one that caused the 2003 SARS outbreak: both are types of coronaviruses. Much is still unknown, but coronavirus seems to spread faster than the 2003 SARS and also may cause less severe illness.","SARS stands for severe acute respiratory syndrome. In 2003, an outbreak of SARS started in China and spread to other countries before ending in 2004. The virus that causes COVID-19 is similar to the one that caused the 2003 SARS outbreak: both are types of coronaviruses. Much is still unknown, but COVID-19 seems to spread faster than the 2003 SARS and also may cause less severe illness."
496,"The novel coronavirus detected in China in 2019 is closely related genetically to the SARS-CoV-1 virus. SARS emerged at the end of 2002 in China, and it caused more than 8 000 cases in 33 countries over a period of eight months. Around one in ten of the people who developed SARS died.","The novel coronavirus detected in China in 2019 is closely related genetically to the SARS-CoV-1 virus. SARS emerged at the end of 2002 in China, and it caused more than 8 000 cases in 33 countries over a period of eight months. Around one in ten of the people who developed SARS died."
